"","sample_id","project","locus","seqdepth_ok","artefact_type","nb_reads_postmetabaR","nb_motus_postmetabaR"
"130","ADE_21_00503","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",29270,142
"131","ADE_21_00506","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22416,97
"132","ADE_21_00508","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",30581,199
"133","ADE_21_00509","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",29362,114
"134","ADE_21_00510","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",25270,95
"135","ADE_21_00511","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",30600,85
"136","ADE_21_00512","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",21370,125
"137","ADE_21_00513","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",19271,132
"138","ADE_21_00514","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",26251,215
"139","ADE_21_00515","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",27387,135
"140","ADE_21_00516","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",12112,261
"141","ADE_21_00517","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",41641,191
"142","ADE_21_00518","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",26087,427
"143","ADE_21_00519","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",34898,116
"144","ADE_21_00520","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",39258,151
"145","ADE_21_00521","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24627,210
"146","ADE_21_00522","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",33707,86
"147","ADE_21_00523","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",29595,91
"148","ADE_21_00524","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",29895,127
"149","ADE_21_00526","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",42464,138
"150","ADE_21_00527","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",33135,144
"151","ADE_21_00528","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22655,134
"152","ADE_21_00529","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",12215,111
"153","ADE_21_00530","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",32449,331
"154","ADE_21_00531","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",19083,157
"155","ADE_21_00532","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24885,169
"156","ADE_21_00533","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24456,129
"157","ADE_21_00534","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",45620,238
"158","ADE_21_00535","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",33089,125
"159","ADE_21_00537","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",42658,187
"160","ADE_21_00538","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",31634,247
"161","ADE_21_00539","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",17382,203
"162","ADE_21_00541","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",6173,140
"163","ADE_21_00542","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",18613,169
"164","ADE_21_00544","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",18274,115
"165","ADE_21_00545","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",7361,184
"166","ADE_21_00546","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",31675,169
"167","ADE_21_00548","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",25707,114
"168","ADE_21_00549","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24463,166
"169","ADE_21_00550","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",43172,310
"170","ADE_21_00551","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",15752,222
"171","ADE_21_00552","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",16527,118
"172","ADE_21_00553","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",30912,327
"173","ADE_21_00554","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",23867,108
"174","ADE_21_00555","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",34835,222
"175","ADE_21_00556","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",19840,232
"176","ADE_21_00557","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",12783,102
"177","ADE_21_00558","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",52601,156
"178","ADE_21_00559","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",18386,236
