"","X","ID_ADNe","Site","ID_reception","Latitude","Longitude","Depth_CTD","Tide","Depth_m","Temperature","Salinity","Date","Project","Locus"
"422",422,"ADE_21_00506","Godbout","20M3-a",49.29881,-67.69819,"21.85",2.2,19.65,"1.33","31.12","2021-06-01","PPO.Godbout.2021","MiFishU"
"426",426,"ADE_21_00507","Godbout","20M1-a",49.29887,-67.69897,"23",2.7,20.3,"1.0900000000000001","31.33","2021-06-01","PPO.Godbout.2021","MiFishU"
"430",430,"ADE_21_00508","Godbout","20M1-b",49.29887,-67.69897,"23",2.7,20.3,"1.0900000000000001","31.33","2021-06-01","PPO.Godbout.2021","MiFishU"
"434",434,"ADE_21_00509","Godbout","20M1-c",49.29887,-67.69897,"23",2.7,20.3,"1.0900000000000001","31.33","2021-06-01","PPO.Godbout.2021","MiFishU"
"438",438,"ADE_21_00510","Godbout","20M2-a",49.29887,-67.69871,"19.71",2.7,17.01,"1.32","31.1","2021-06-01","PPO.Godbout.2021","MiFishU"
"442",442,"ADE_21_00511","Godbout","40M4-a",49.2945959977806,-67.6983600016683,"41.38",2.3,39.08,"2.35","31.39","2021-08-25","PPO.Godbout.2021","MiFishU"
"446",446,"ADE_21_00512","Godbout","14M3-a",49.2992170248181,-67.698588995263,"15.07",0.4,14.67,"4.96","30.19","2021-08-25","PPO.Godbout.2021","MiFishU"
"450",450,"ADE_21_00513","Godbout","14M2-b",49.2992600239813,-67.6989319827408,"14.57",0.4,14.17,"5.58","29.79","2021-08-25","PPO.Godbout.2021","MiFishU"
"454",454,"ADE_21_00514","Godbout","14M3-b",49.2992170248181,-67.698588995263,"15.07",0.4,14.67,"4.96","30.19","2021-08-25","PPO.Godbout.2021","MiFishU"
"458",458,"ADE_21_00515","Godbout","40M2-a",49.2947560083121,-67.6991670113057,"41.67",2.3,39.37,"4.26","31.37","2021-08-25","PPO.Godbout.2021","MiFishU"
"462",462,"ADE_21_00516","Godbout","10M4-a",49.3008450418711,-67.697976026684,"9.17",0.5,8.67,"13.76","26.93","2021-08-25","PPO.Godbout.2021","MiFishU"
"466",466,"ADE_21_00517","Godbout","10M2-a",49.3010369874537,-67.6988319866359,"9.85",1,8.85,"12.22","27.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"470",470,"ADE_21_00518","Godbout","10M4-b",49.3008450418711,-67.697976026684,"9.17",0.5,8.67,"13.76","26.93","2021-08-25","PPO.Godbout.2021","MiFishU"
